ExperimentName,SessionStartDateTime,Subject,Session,Version,Section,Subtrial,DistanceFromDoor_SubTrial,Distance_lock,Distance_start,Distance_min,Distance_max,Door_anticipation_time,Door_opened,Door_outcome,Reward_magnitude,Punishment_magnitude,DoorAction_RT,ITI_duration,Total_coins,VAS_type,VAS_score,VAS_RT,Q_type,Q_score,Q_RT
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:47:14,,1,1,TaskRun2,1,60,0,50,50,60,2942.2222135570455,opened,punishment,3,3,10011.61789894104,3356.266296137375,-3,,,,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:47:14,,1,1,TaskRun2,1,60,0,50,50,60,2942.2222135570455,opened,punishment,3,3,10011.61789894104,3356.266296137375,-3,,,,,,
Doors_AA_v8.py,10/28/22 13:47:35,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,35,708.8010311126709,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:47:14,,1,1,TaskRun2,1,60,0,50,50,60,2942.2222135570455,opened,punishment,3,3,10011.61789894104,3356.266296137375,-3,,,,,,
Doors_AA_v8.py,10/28/22 13:47:35,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,35,708.8010311126709,,,
Doors_AA_v8.py,10/28/22 13:47:36,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,51,474.83205795288086,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:47:14,,1,1,TaskRun2,1,60,0,50,50,60,2942.2222135570455,opened,punishment,3,3,10011.61789894104,3356.266296137375,-3,,,,,,
Doors_AA_v8.py,10/28/22 13:47:35,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,35,708.8010311126709,,,
Doors_AA_v8.py,10/28/22 13:47:36,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,51,474.83205795288086,,,
Doors_AA_v8.py,10/28/22 13:47:36,,1,1,VAS mid,,,,,,,,,,,,,,,Tired,49,523.6649513244629,,,
Doors_AA_v8.py,10/28/22 13:45:19,,1,1,VAS pre,,,,,,,,,,,,,,,Anxiety,35,668.3127880096436,,,
Doors_AA_v8.py,10/28/22 13:45:20,,1,1,VAS pre,,,,,,,,,,,,,,,Avoidance,53,473.1462001800537,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Tired,50,460.798978805542,,,
Doors_AA_v8.py,10/28/22 13:45:21,,1,1,VAS pre,,,,,,,,,,,,,,,Mood,52,474.78604316711426,,,
Doors_AA_v8.py,10/28/22 13:45:22,,1,1,Instructions,,,,,,,,,,,,,,,,,,,,
Doors_AA_v8.py,10/28/22 13:45:23,,1,1,Practice,,100,0,50,50,100,2689.791422924911,,,,,10001.502990722656,2875.9562404709395,,,,,,,
Doors_AA_v8.py,10/28/22 13:46:08,,1,1,TaskRun1,1,100,0,50,50,100,3008.625606451461,opened,reward,7,2,10009.146213531494,1817.7148252772447,7,,,,,,
Doors_AA_v8.py,10/28/22 13:46:28,,1,1,VAS 1,,,,,,,,,,,,,,,Anxiety,36,926.8529415130615,,,
Doors_AA_v8.py,10/28/22 13:47:01,,1,1,VAS 1,,,,,,,,,,,,,,,Avoidance,49,691.7881965637207,,,
Doors_AA_v8.py,10/28/22 13:47:02,,1,1,VAS 1,,,,,,,,,,,,,,,Tired,53,1643.0859565734863,,,
Doors_AA_v8.py,10/28/22 13:47:03,,1,1,VAS 1,,,,,,,,,,,,,,,Mood,61,471.55189514160156,,,
Doors_AA_v8.py,10/28/22 13:47:14,,1,1,TaskRun2,1,60,0,50,50,60,2942.2222135570455,opened,punishment,3,3,10011.61789894104,3356.266296137375,-3,,,,,,
Doors_AA_v8.py,10/28/22 13:47:35,,1,1,VAS mid,,,,,,,,,,,,,,,Anxiety,35,708.8010311126709,,,
Doors_AA_v8.py,10/28/22 13:47:36,,1,1,VAS mid,,,,,,,,,,,,,,,Avoidance,51,474.83205795288086,,,
Doors_AA_v8.py,10/28/22 13:47:36,,1,1,VAS mid,,,,,,,,,,,,,,,Tired,49,523.6649513244629,,,
Doors_AA_v8.py,10/28/22 13:47:37,,1,1,VAS mid,,,,,,,,,,,,,,,Mood,57,508.516788482666,,,
